"Flashing Blinky Lights","67%","$9.1m","Consumer Products & Services","California","Los Angeles",35,
"Hydra-Power Systems","67%","$40.8m","Manufacturing","Oregon","Portland OR",95,
"Spear Physical Therapy","67%","$5.2m","Health","New York","New York City",40,
"Nutricap Labs","67%","$30m","Health","New York","New York City",45,
"Schumacher Group","67%","$612.9m","Health","Louisiana","Lafayette LA",1945,
"Evolve Media","67%","$99m","Advertising & Marketing","California","Los Angeles",348,
"Excella Consulting","67%","$21.9m","IT Services","Virginia","Washington DC",106,
"Delta Disaster Services","67%","$7.2m","Construction","Colorado","Denver",27,
"Business Information Technology Solutions","67%","$6.4m","IT Services","Virginia","Washington DC",30,
"LimoLink","67%","$47.1m","Logistics & Transportation","Iowa","Cedar Rapids IA",150,
"Operational Intelligence","67%","$10.9m","Government Services","Virginia","Washington DC",70,
"Pragmatic Marketing","67%","$11.8m","Business Products & Services","Arizona","Phoenix",29,
"Bremen Castings","67%","$51.5m","Manufacturing","Indiana","Plymouth IN",256,
"Sword & Shield Enterprise Security","67%","$122.9m","Security","Tennessee","Knoxville TN",40,
"Emplicity","67%","$135.5m","Human Resources","California","Los Angeles",2414,
"Prosek Partners","67%","$15m","Advertising & Marketing","New York","New York City",62,
"ECOM Consulting","67%","$9.4m","IT Services","Texas","Dallas",102,
"Griffin & Associates","67%","$2m","Advertising & Marketing","New Mexico","Albuquerque NM",10,
"Moog Music","67%","$10m","Manufacturing","North Carolina","Asheville NC",50,
"Feeney Wireless","67%","$23m","Telecommunications","Oregon","Eugene-Springfield OR",83,
"TBL Networks","67%","$13.2m","IT Services","Virginia","Richmond VA",23,
"Wpromote","66%","$13.8m","Advertising & Marketing","California","Los Angeles",85,
"PatioShoppers.com","66%","$7.2m","Retail","California","Riverside-San Bernardino-Ontario CA",16,
"CPO Commerce","66%","$68.6m","Retail","California","Los Angeles",100,
"Veracity Solutions","66%","$7.2m","Software","Utah","Salt Lake City",55,
"RemitDATA","66%","$10.2m","Health","Tennessee","Memphis TN-MS-AR",57,
"CompuCure","66%","$4.1m","IT Services","Louisiana","New Orleans-Metairie-Kenner LA",26,
"PlanetOne Communications","66%","$11.5m","Telecommunications","Arizona","Phoenix",13,
"Kiki","66%","$2.3m","Retail","Louisiana","Lafayette LA",10,
"Northern Manufacturing","66%","$28.5m","Manufacturing","Ohio","Toledo OH",156,
"Clarity Consulting","66%","$15.4m","IT Services","Illinois","Chicago",78,
"BFO","66%","$2.7m","Advertising & Marketing","Illinois","Chicago",25,
"ForeSite Technologies","66%","$2.4m","IT Services","Connecticut","Hartford-West Hartford-East Hartford CT",22,
"Prime Technological Services","66%","$21.2m","Manufacturing","Georgia","Atlanta",72,
"Empire Office","66%","$349.5m","Business Products & Services","New York","New York City",345,
"Open Access Technology International","66%","$62.5m","Energy","Minnesota","Minneapolis",389,
"Emerald Data Solutions","66%","$4m","Software","Georgia","Atlanta",19,
"Kobie Marketing","66%","$17.2m","Advertising & Marketing","Florida","Tampa",85,
"Intelligent Access Systems","66%","$16.6m","Security","North Carolina","Raleigh-Cary NC",65,
"HuHot Mongolian Grills","66%","$2.8m","Food & Beverage","Montana","Missoula MT",1610,
"Red Door Interactive","66%","$17.4m","Advertising & Marketing","California","San Diego",61,
"Discovery Outsourcing","66%","$42.9m","Human Resources","Colorado","Denver",27,
"PCD Group","66%","$3.6m","Advertising & Marketing","Oregon","Portland OR",15,
"Image Locations","66%","$5.8m","Media","California","Los Angeles",28,
"MorganFranklin Consulting","66%","$86.3m","Business Products & Services","Virginia","Washington DC",430,
"Quality Project Management","66%","$15.3m","Business Products & Services","Arizona","Phoenix",96,
"SysLogic","65%","$7.1m","IT Services","Wisconsin","Milwaukee-Waukesha-West Allis WI",61,
"Kum & Go","65%","$2.7b","Retail","Iowa","Des Moines-West Des Moines IA",4589,
"Asset Protection Associates","65%","$10.1m","Security","Georgia","Atlanta",140,
"BUMI","65%","$2.3m","IT Services","New York","New York City",8,
"Horn Plastics","65%","$5.9m","Manufacturing","North Dakota","Fargo ND-MN",25,
"EmpireWorks","65%","$23m","Construction","California","Los Angeles",909,
"Genesis Today","65%","$70.9m","Food & Beverage","Texas","Austin",93,
"TSI","65%","$5.1m","Logistics & Transportation","Pennsylvania","Philadelphia",15,
"Hollister","65%","$26.9m","Human Resources","Massachusetts","Boston",60,
"Sterling Staffing","65%","$40.6m","Engineering","Illinois","Chicago",1098,
"Global Office Solutions","65%","$10.1m","Business Products & Services","Michigan","Detroit",20,
"Abacus Wealth Partners","65%","$6.4m","Financial Services","California","Los Angeles",28,
"CGR Products","65%","$21.8m","Manufacturing","North Carolina","Greensboro-High Point NC",122,
"Hiregy","65%","$6.1m","Human Resources","Florida","Tampa",596,
"Assets International","65%","$2.1m","Financial Services","Michigan","Detroit",15,
"ChannelInsight","65%","$8.5m","Software","Colorado","Denver",100,
"Modern Technology Solutions","65%","$105m","Government Services","Virginia","Washington DC",539,
"Novus Biologicals","65%","$17.8m","Health","Colorado","Denver",55,
"Talon","65%","$17.2m","Human Resources","New Jersey","Trenton-Ewing NJ",152,
"DesignSensory","65%","$2m","Advertising & Marketing","Tennessee","Knoxville TN",21,
"Aaron's Sales & Lease Ownership of Des Moines IA","65%","$57.5m","Retail","Iowa","Des Moines-West Des Moines IA",399,
"CompuGain","65%","$32.8m","Business Products & Services","Virginia","Washington DC",207,
"Arborwell Professional Tree Management","65%","$17.8m","Environmental Services","California","San Francisco",143,
"Effective Training Associates","65%","$3.7m","Education","California","San Jose",7,
"Capitol Auto Group","65%","$148.4m","Retail","Oregon","Salem OR",230,
"Pro Mach","65%","$347.3m","Manufacturing","Kentucky","Cincinnati",1333,
"Product Support Solutions","65%","$16.9m","Telecommunications","California","San Francisco",50,
"PeachtreeTents & Events","65%","$4.3m","Business Products & Services","Georgia","Atlanta",40,
"Techcess Group","65%","$5.8m","IT Services","Texas","Houston",45,
"Logical Systems","65%","$33.9m","Engineering","Tennessee","Memphis TN-MS-AR",150,
"All American Swim Supply","65%","$4.2m","Retail","Alabama","Florence-Muscle Shoals AL",40,
"1-Stop Translation USA","65%","$2.3m","Business Products & Services","California","Los Angeles",10,
"US-Analytics Solutions Group","65%","$12.3m","Business Products & Services","Texas","Dallas",42,
"Fantastic Sams Hair Salons","65%","$15m","Retail","Massachusetts","Boston",170,
"I&I Software","65%","$8.2m","IT Services","Pennsylvania","Allentown-Bethlehem-Easton PA-NJ",75,
"Bader Rutter","65%","$37m","Advertising & Marketing","Wisconsin","Milwaukee-Waukesha-West Allis WI",244,
"Projility","65%","$4m","IT Services","Virginia","Washington DC",13,
"Merritt Group","65%","$9.2m","Advertising & Marketing","Virginia","Washington DC",40,
"Polsinelli","64%","$275.5m","Business Products & Services","Missouri","Kansas City MO-KS",573,
"Intersys Consulting","64%","$9m","IT Services","Texas","Austin",45,
"Fortis Energy Services","64%","$14.9m","Energy","Michigan","Detroit",90,
"Other World Computing","64%","$96m","Computer Hardware","Illinois","Chicago",156,
"Advanced BioEnergy","64%","$584.8m","Energy","Minnesota","Minneapolis",75,
"MicroTech","64%","$304.5m","Government Services","Virginia","Washington DC",359,
"Portfolio Solutions","64%","$2.8m","Financial Services","Michigan","Detroit",20,
"Equian","64%","$49.1m","Health","Indiana","Indianapolis IN",176,
"Manufacturing Technical Solutions","64%","$16.2m","Government Services","Alabama","Huntsville AL",116,
"90octane","64%","$4.4m","Advertising & Marketing","Colorado","Denver",47,
"Niche.com","64%","$2.8m","Education","Pennsylvania","Pittsburgh PA",17,
"Rehabmart.com","64%","$2.6m","Health","Georgia","Athens-Clarke County GA",12,
"Deluvia","64%","$3.8m","Retail","Florida","Tampa",710,
"AMP Agency","64%","$28.7m","Advertising & Marketing","Massachusetts","Boston",92,
"Accurate Lubricants & Metalworking Fluids","64%","$21.1m","Manufacturing","Ohio","Dayton OH",38,
"ONRAD","64%","$16.8m","Health","California","Riverside-San Bernardino-Ontario CA",76,
"UCS","64%","$5.1m","Construction","Texas","Austin",97,
"Labor Relations Institute","64%","$6.4m","Human Resources","Oklahoma","Tulsa OK",15,
"First Hospitality Group","64%","$243.4m","Travel & Hospitality","Illinois","Chicago",3921,
"VitalSmarts","64%","$41.4m","Business Products & Services","Utah","Provo-Orem UT",105,
"Southern Rewinding","64%","$9.4m","Consumer Products & Services","Georgia","Columbus GA-AL",73,
"Envision Capital Group","64%","$11.1m","Financial Services","California","Los Angeles",12,
"Carolina's Home Medical Equipment","64%","$3.3m","Health","North Carolina","Charlotte",0,
"AFS","64%","$41m","Logistics & Transportation","Louisiana","Shreveport-Bossier City LA",175,
"HealthSource","64%","$10.1m","Health","Ohio","Cleveland",20,
"Wunderlich Securities","64%","$99.3m","Financial Services","Tennessee","Memphis TN-MS-AR",439,
"SEACOMP Displays","64%","$11.7m","Manufacturing","California","San Diego",20,
"NorthPoint","64%","$27.3m","Business Products & Services","New York","New York City",144,
"CTL Engineering","64%","$32.3m","Engineering","Ohio","Columbus OH",276,
"Wintellect","64%","$9.6m","IT Services","Tennessee","Knoxville TN",30,
"WageWorks","63%","$177.2m","Human Resources","California","San Francisco",981,
"PreCheck","63%","$17.6m","Health","Texas","Houston",156,
"SBC","63%","$2.4m","Business Products & Services","California","San Diego",12,
"Column5 Consulting","63%","$18.2m","IT Services","Arizona","Phoenix",123,
"TurnKey Corrections","63%","$8.1m","Financial Services","Wisconsin","Minneapolis",125,
"Millennium Tours","63%","$3.6m","Travel & Hospitality","Texas","Austin",5,
"TriNet","63%","$269m","Human Resources","California","San Francisco",1401,
"Relay Express","63%","$20.1m","Logistics & Transportation","Ohio","Cincinnati",48,
"Cvision Technologies","63%","$5.1m","Software","New York","New York City",28,
"All Star Vacation Homes","63%","$15.1m","Travel & Hospitality","Florida","Orlando FL",70,
"Cadeci International","63%","$17.5m","Construction","Florida","Miami",9,
"Veracity Networks","63%","$30.2m","Telecommunications","Utah","Salt Lake City",129,
"Cafe Yumm!","63%","$13.8m","Food & Beverage","Oregon","Eugene-Springfield OR",235,
"Sobel Westex","63%","$119.6m","Business Products & Services","Nevada","Las Vegas-Paradise NV",99,
"Collabera","63%","$456.1m","IT Services","New Jersey","New York City",7000,
"Skyline Exhibits & Events (Dallas/Fort Worth TX)","63%","$7.7m","Advertising & Marketing","Texas","Dallas",29,
"Warehouse of Fixtures","63%","$3.1m","Business Products & Services","Missouri","St. Louis MO-IL",17,
"Endsight","63%","$8.5m","IT Services","California","San Francisco",57,
"U.S. Textiles","63%","$7.4m","Business Products & Services","Kansas","Kansas City MO-KS",6,
"Levrose Commercial Real Estate","63%","$3.3m","Real Estate","Arizona","Phoenix",22,
"Cornerstone Staffing Solutions","63%","$95.9m","Human Resources","California","San Francisco",13071,
"US Storage Search","63%","$3.1m","Logistics & Transportation","Nebraska","Omaha-Council Bluffs NE-IA",71,
"Mach1 Global Services","63%","$98.3m","Logistics & Transportation","Arizona","Phoenix",230,
"Caring Senior Service","63%","$21.2m","Health","Texas","San Antonio TX",17,
"FRSTeam","63%","$2.5m","Business Products & Services","California","San Francisco",11,
"B&R Business Solutions","63%","$2m","IT Services","New Jersey","New York City",11,
"Four Sales","63%","$2.1m","Retail","Virginia","Washington DC",46,
"Optimum Employer Solutions","63%","$5.4m","Human Resources","California","Los Angeles",10,
"Newcastle Construction","63%","$19.4m","Construction","Alabama","Birmingham-Hoover AL",11,
"Proliant","63%","$11.5m","Human Resources","Georgia","Atlanta",85,
"GlowTouch Technologies","63%","$10.4m","IT Services","Kentucky","Louisville/Jefferson KY-IN",1000,
"MidDel Consulting","63%","$5.1m","Business Products & Services","Minnesota","Minneapolis",9,
"Meltwater Group","63%","$124.5m","Software","California","San Francisco",805,
"Everyday Health","62%","$146.3m","Media","New York","New York City",602,
"BCMOne","62%","$10.9m","Telecommunications","New York","New York City",21,
"Alliant National Title Insurance","62%","$67.8m","Insurance","Colorado","Boulder CO",30,
"Community Impact Newspaper","62%","$9.6m","Media","Texas","Austin",83,
"EC Concrete","62%","$4.5m","Construction","Florida","Jacksonville FL",44,
"Edulence","62%","$2m","Software","New York","New York City",15,
"SmartPrice Sales","62%","$11m","Food & Beverage","Illinois","Chicago",7,
"Vision Graphics","62%","$22m","Advertising & Marketing","Colorado","Fort Collins-Loveland CO",127,
"Cahaba Media Group","62%","$5m","Media","Alabama","Birmingham-Hoover AL",25,
"JR Products","62%","$4.8m","Manufacturing","New York","Buffalo-Niagara Falls NY",30,
"Gimmal","62%","$21.1m","Software","Texas","Houston",103,
"BCDVideo","62%","$28.9m","Computer Hardware","Illinois","Chicago",26,
"AppRiver","62%","$36.9m","IT Services","Florida","Pensacola-Ferry Pass-Brent FL",183,
"Motivators.com","62%","$13.1m","Advertising & Marketing","New York","New York City",55,
"Mortgage Master","62%","$159.6m","Financial Services","Massachusetts","Boston",771,
"Preferred Brands International","62%","$39.8m","Food & Beverage","Connecticut","Bridgeport-Stamford-Norwalk CT",23,
"Binary Tree","62%","$21m","Software","New Jersey","New York City",73,
"Creative Environment Solutions","62%","$5.2m","Environmental Services","New York","New York City",60,
"Chicago Oakbrook Financial Group","62%","$2.9m","Financial Services","Illinois","Chicago",12,
"RTI Laboratories","62%","$5.8m","Environmental Services","Michigan","Detroit",65,
"Search Technologies","62%","$17.4m","IT Services","Virginia","Washington DC",89,
"New Horizon Communications","62%","$41.8m","Telecommunications","Massachusetts","Boston",47,
"Cali Bamboo","62%","$14.5m","Manufacturing","California","San Diego",24,
"Proforma Graphic Services","62%","$6.8m","Advertising & Marketing","Ohio","Columbus OH",19,
"Infinity Systems Engineering","62%","$19.5m","Government Services","Colorado","Colorado Springs CO",83,
"Control4","62%","$109.5m","Software","Utah","Salt Lake City",333,
"Contact Solutions","62%","$52.4m","IT Services","Virginia","Washington DC",145,
"Russo's New York Pizzeria","61%","$25.3m","Business Products & Services","Texas","Houston",160,
"WorkSmart","61%","$5.5m","IT Services","North Carolina","Durham-Chapel Hill NC",36,
"Ventera","61%","$23.9m","IT Services","Virginia","Washington DC",166,
"American Technology Services","61%","$8.3m","IT Services","Virginia","Washington DC",57,
"Regenesis Biomedical","61%","$17.2m","Health","Arizona","Phoenix",78,
"Black Elk Energy","61%","$304.4m","Energy","Texas","Houston",192,
"Heritage Wealth Advisors","61%","$3.9m","Financial Services","Washington","Seattle",10,
"KRT Marketing","61%","$10.5m","Advertising & Marketing","California","San Francisco",18,
"Clinical Resources","61%","$7m","Health","Georgia","Atlanta",15,
"Digital Prospectors","61%","$28.4m","IT Services","New Hampshire","Boston",136,
"Crockett Homes","61%","$2.5m","Construction","Ohio","Canton-Massillon OH",5,
"Weld Power Service Company","61%","$2.8m","Energy","Massachusetts","Worcester MA-CT",23,
"National Charity Services","61%","$3.2m","Business Products & Services","District of Columbia","Washington DC",14,
"Bonitas International","61%","$2.5m","Consumer Products & Services","Ohio","Cleveland",15,
"Ubiquity Retirement + Savings","61%","$8.1m","Financial Services","California","San Francisco",49,
"Bach to Rock","61%","$4.3m","Education","Maryland","Washington DC",143,
"Zinncorp","61%","$3.8m","IT Services","Minnesota","Minneapolis",8,
"MD Orthopaedics","61%","$6.7m","Health","Iowa","Fairfield IA",24,
"RFIP","61%","$9.8m","Telecommunications","Oklahoma","Oklahoma City OK",38,
"Nordis Direct","61%","$12.5m","Business Products & Services","Florida","Miami",78,
"Joseph David Advertising","61%","$9.3m","Advertising & Marketing","Georgia","Brunswick GA",24,
"LSS Life Safety Services","61%","$4.7m","Business Products & Services","Kentucky","Louisville/Jefferson County KY-IN",65,
"Adaptive Solutions","61%","$8.2m","IT Services","Pennsylvania","Philadelphia",47,
"Western International Securities","61%","$47.6m","Financial Services","California","Los Angeles",28,
"SocialWellth","61%","$10.2m","Health","Nevada","Las Vegas-Paradise NV",29,
"Security Card Services","61%","$10.4m","Financial Services","Mississippi","Tupelo MS",33,
"Cenero","61%","$19.7m","Business Products & Services","Pennsylvania","Philadelphia",63,
"Paycor","61%","$91.2m","Human Resources","Ohio","Cincinnati",652,
"Fierce","61%","$6m","Business Products & Services","Washington","Seattle",21,
"Sonic Promos","61%","$2.4m","Advertising & Marketing","Maryland","Washington DC",12,
"MTBC","61%","$10.4m","Health","New Jersey","New York City",964,
"Central Office Systems","61%","$5.6m","Business Products & Services","Wisconsin","Milwaukee-Waukesha-West Allis WI",30,
"Freightquote","61%","$573.8m","Logistics & Transportation","Missouri","Kansas City MO-KS",1125,
"SignUp4","60%","$6.5m","Software","Georgia","Atlanta",60,
"American International Construction (Berea OH)","60%","$5.1m","Construction","Ohio","Cleveland",37,
"InVision Communications","60%","$40.9m","Business Products & Services","California","San Francisco",87,
"Lessing-Flynn Advertising","60%","$4.5m","Advertising & Marketing","Iowa","Des Moines-West Des Moines IA",16,
"AccountNow","60%","$55m","Financial Services","California","San Francisco",160,
"Spectrum Technologies","60%","$8.8m","Manufacturing","Illinois","Chicago",29,
"Workwell Occupational Medicine","60%","$4.9m","Health","Colorado","Boulder CO",42,
"SA Photonics","60%","$8.1m","Engineering","California","San Jose",35,
"Pursuant","60%","$20.5m","Business Products & Services","Texas","Dallas",145,
"V12 Group","60%","$22.7m","Advertising & Marketing","New Jersey","New York City",82,
"Americollect","60%","$8.2m","Business Products & Services","Wisconsin",,124,
"Fragomen","60%","$346.5m","Business Products & Services","New York","New York City",404,
"Boloco","60%","$22.5m","Food & Beverage","Massachusetts","Boston",381,
"PTS Diagnostics","60%","$24.9m","Health","Indiana","Indianapolis IN",92,
"TTS","60%","$396.5m","Logistics & Transportation","Texas","Dallas",97,
"ProFloors","60%","$12.7m","Construction","Georgia","Atlanta",22,
"A3 Communications","60%","$8.5m","IT Services","South Carolina","Columbia SC",34,
"Client Command","60%","$5.4m","Advertising & Marketing","Georgia","Atlanta",15,
"Petersen","60%","$104.9m","Manufacturing","Utah","Ogden-Clearfield UT",465,
"Xcentric","60%","$7m","IT Services","Georgia","Atlanta",60,
"Tom Ferry - Your Coach","60%","$7.6m","Business Products & Services","California","Los Angeles",44,
"Southeast Restoration Group","60%","$12.5m","Construction","Georgia","Atlanta",43,
"Builder Homesite","60%","$29.4m","Advertising & Marketing","Texas","Austin",216,
"Pro Teck Valuation Services","60%","$52.6m","Real Estate","Massachusetts","Boston",215,
"Atlas Research","60%","$6.5m","Government Services","District of Columbia","Washington DC",40,
"Kineticom","60%","$46.4m","Telecommunications","California","San Diego",46,
"Team Services","60%","$4.3m","Business Products & Services","New Jersey","New York City",63,
"Koala Tee","60%","$2.8m","Business Products & Services","Florida","Sarasota-Bradenton-Venice FL",25,
"Idera","60%","$34.9m","Software","Texas","Houston",191,
"Fishbowl Solutions","59%","$6.2m","Business Products & Services","Minnesota","Minneapolis",38,
"Americaneagle.com","59%","$27.4m","Business Products & Services","Illinois","Chicago",220,
"Satisfyd","59%","$4.4m","Business Products & Services","Illinois","Chicago",10,
"Computer Resources of America","59%","$7.6m","IT Services","New York","New York City",47,
"American Tire Distributors","59%","$3.4b","Consumer Products & Services","North Carolina","Charlotte",3341,
"Nyhus Communications","59%","$4.3m","Media","Washington","Seattle",18,
"Universal Language Service","59%","$6m","Business Products & Services","Washington","Seattle",25,
"The CAPROCK Group","59%","$5.7m","Financial Services","Idaho","Boise City-Nampa ID",21,
"NiCoForm","59%","$2m","Manufacturing","New York","Rochester NY",16,
"Stimulant","59%","$2.5m","Software","California","San Francisco",11,
"Waukesha Metal Products","59%","$28.4m","Manufacturing","Wisconsin","Milwaukee-Waukesha-West Allis WI",122,
"Covenant Eyes","59%","$7.4m","Software","Michigan","Owosso MI",90,
"Torrey Hills Technologies","59%","$3.4m","Manufacturing","California","San Diego",45,
"Environmental Holdings Group","59%","$14.9m","Environmental Services","North Carolina","Raleigh-Cary NC",92,
"Decision Strategies International","59%","$10.1m","Business Products & Services","Pennsylvania","Philadelphia",23,
"GolfTEC","59%","$20.9m","Consumer Products & Services","Colorado","Denver",237,
"Austin Manufacturing Services","59%","$23.2m","Manufacturing","Texas","Austin",95,
"Pen-Link","59%","$23.2m","Software","Nebraska","Lincoln NE",67,
"Premier Mushrooms","58%","$18.1m","Food & Beverage","California",,175,
"SignaPay","58%","$15.8m","Financial Services","Texas","Dallas",31,
"M&S Technologies","58%","$28.3m","IT Services","Texas","Dallas",29,
"Brailsford & Dunlavey","58%","$16.8m","Construction","District of Columbia","Washington DC",92,
"Apex Revenue Technologies","58%","$38.3m","Business Products & Services","Minnesota","Minneapolis",78,
"Carrillo Business Technologies","58%","$63.1m","IT Services","California","Los Angeles",27,
"PlattForm","58%","$145.6m","Education","Kansas","Kansas City MO-KS",550,
"Ascential Service","58%","$26.1m","Construction","Wisconsin","Racine WI",79,
"NovaCopy","58%","$45.3m","Business Products & Services","Tennessee","Nashville",200,
352,"58%","$6.1m","Advertising & Marketing","Georgia","Atlanta",58,
"Smashing Ideas","58%","$10.2m","Advertising & Marketing","Washington","Seattle",75,
"USAePay","58%","$5.6m","Financial Services","California","Los Angeles",38,
"Response Mine Interactive","58%","$13.6m","Advertising & Marketing","Georgia","Atlanta",87,
"iLeads.com","58%","$2.8m","Advertising & Marketing","California","Los Angeles",18,
"LipoScience","58%","$54.7m","Health","North Carolina","Raleigh-Cary NC",204,
"Academy Solutions Group","58%","$5.7m","Government Services","Maryland","Baltimore",33,
"Atlas Travel","58%","$220.6m","Travel & Hospitality","Massachusetts","Worcester MA",168,
"Arlington Resources","58%","$4.6m","Human Resources","Illinois","Chicago",206,
"Platte River Networks","58%","$3.9m","IT Services","Colorado","Denver",21,
"Iatric Systems","58%","$40.8m","IT Services","Massachusetts","Boston",298,
"Transnational Foods","58%","$68m","Food & Beverage","Florida","Miami",30,
"GNW-Evergreen Insurance Services","58%","$17m","Insurance","California","Los Angeles",92,
"WorkForce Software","58%","$30.2m","Software","Michigan","Detroit",280,
"ACFN Franchised","58%","$13.4m","Financial Services","California","San Jose",28,
"DEFENDERS","57%","$394.8m","Security","Indiana","Indianapolis IN",1923,
"HyperDrive","57%","$2.6m","Advertising & Marketing","Ohio","Cincinnati",18,
"RuffaloCODY","57%","$81.3m","Business Products & Services","Iowa","Iowa City IA",549,
"LinguaLinx","57%","$4.2m","Business Products & Services","New York","Albany-Schenectady-Troy NY",32,
"Taradel","57%","$3.8m","Advertising & Marketing","Virginia","Richmond VA",12,
"Unistar-Sparco Computers","57%","$31m","Computer Hardware","Tennessee","Memphis TN-MS-AR",29,
"Porter's Office Products","57%","$7m","Business Products & Services","Idaho","Rexburg ID",23,
"Computerized Facility Integration","57%","$19m","IT Services","Michigan","Detroit",104,
"Pinnacle Insurance","57%","$6.1m","Insurance","Florida","Jacksonville FL",54,
"Travel Tribe","57%","$2.7m","Travel & Hospitality","New Jersey","Philadelphia",5,
"Cell Business Equipment","57%","$22.4m","Business Products & Services","California","Los Angeles",85,
"MUD PIE","57%","$63.4m","Consumer Products & Services","Georgia","Atlanta",94,
"LEGACY Supply Chain Services","57%","$211.4m","Logistics & Transportation","New Hampshire","Boston",1369,
"Centuria","57%","$28.4m","IT Services","Virginia","Washington DC",164,
"Cohesion","57%","$16.1m","IT Services","Ohio","Cincinnati",173,
"Protonex Technology","57%","$12.2m","Engineering","Massachusetts","Worcester MA",65,
"Corner Alliance","57%","$2.8m","Government Services","District of Columbia","Washington DC",22,
"Connective DX","57%","$9.3m","Advertising & Marketing","Oregon","Portland OR",64,
"Strategic Systems","57%","$16.5m","IT Services","Ohio","Columbus OH",91,
"Performance Packaging","57%","$8.4m","Manufacturing","Nevada","Las Vegas-Paradise NV",9,
"DataWiz","57%","$5.2m","IT Services","Virginia","Washington DC",32,
"Towne Park","57%","$178.8m","Travel & Hospitality","Maryland","Baltimore",7052,
"Elite Custom Exteriors","57%","$12.8m","Construction","Utah","Salt Lake City",160,
"ItsHot.com","57%","$5.6m","Retail","New York","New York City",9,
"Emerald Isle Landscaping","57%","$5m","Construction","Colorado","Denver",125,
"Pool Contractors Supply","57%","$8.9m","Business Products & Services","Tennessee","Memphis TN-MS-AR",17,
"StudyPoint","57%","$8.4m","Education","Massachusetts","Boston",44,
"Stevens Construction","57%","$15.3m","Construction","Florida","Cape Coral-Fort Myers FL",26,
"Alpha Card Services","57%","$16.3m","Financial Services","Pennsylvania","Philadelphia",60,
"SmartPak Equine","57%","$92.5m","Consumer Products & Services","Massachusetts","Boston",295,
"Max Technical Training","57%","$3m","IT Services","Ohio","Cincinnati",22,
"Linhart Public Relations","57%","$5.1m","Advertising & Marketing","Colorado","Denver",28,
"Ambir Technology","57%","$8.2m","Computer Hardware","Illinois","Chicago",16,
"Trims Unlimited","57%","$3.5m","Advertising & Marketing","California","Los Angeles",5,
"Bear Construction Company","57%","$92.5m","Construction","Illinois","Chicago",165,
"Geonetric","57%","$7.2m","Health","Iowa","Cedar Rapids IA",69,
"Payment Alliance International","56%","$288.6m","Financial Services","Kentucky","Louisville/Jefferson County KY-IN",272,
"S and Y Industries","56%","$11.4m","Manufacturing","Kansas","Winfield KS",94,
"Paperless Business Systems","56%","$5.8m","Software","Washington","Seattle",35,
"EAC Product Development Solutions","56%","$14.6m","Software","Minnesota","Minneapolis",52,
"Alvarez Technology Group","56%","$3.1m","IT Services","California","Salinas CA",23,
"SafeMart","56%","$9.4m","Security","Kansas","Manhattan KS",80,
"Integrated Project Management","56%","$22.1m","Business Products & Services","Illinois","Chicago",104,
"Snyder Environmental","56%","$5.6m","Environmental Services","Arkansas","Little Rock-North Little Rock-Conway AR",76,
"AfterCollege","56%","$5.8m","Education","California","San Francisco",30,
"Noodles & Company","56%","$300.4m","Food & Beverage","Colorado","Denver",7000,
"Intrust Group","56%","$4.8m","IT Services","Ohio","Cincinnati",16,
"Vology","56%","$120.9m","Computer Hardware","Florida","Tampa",213,
"Vaught","56%","$4.2m","Health","West Virginia","Beckley WV",69,
"American Auction Company","56%","$141.9m","Consumer Products & Services","Arizona","Phoenix",211,
"PayPros","56%","$239.1m","Financial Services","California","San Francisco",198,
"New York Kids Club","56%","$12.5m","Education","New York","New York City",104,
"Cyrus Innovation","56%","$5.8m","Software","New York","New York City",46,
"Discount Two-Way Radio","56%","$9.4m","Business Products & Services","California","Los Angeles",30,
"Walton Signage","56%","$33.6m","Manufacturing","Texas","San Antonio TX",122,
"Paradyme Management","56%","$6.6m","IT Services","Maryland","Washington DC",22,
"DreamHost","56%","$41.1m","IT Services","California","Los Angeles",156,
"Soliant Consulting","56%","$8.7m","IT Services","Illinois","Chicago",47,
"Ogletree Deakins","56%","$315m","Business Products & Services","South Carolina","Greenville-Mauldin-Easley SC",617,
"TCG","56%","$12.2m","Government Services","District of Columbia","Washington DC",42,
"Yavapai Plumbing & Heating","55%","$2.4m","Construction","Arizona","Prescott AZ",18,
"Sentinel Fence","55%","$5.1m","Manufacturing","North Carolina","Lumberton NC",42,
"Overture Partners","55%","$27.6m","IT Services","Massachusetts","Boston",165,
"The Mount Vernon Company","55%","$23.2m","Real Estate","Massachusetts","Boston",19,
"EmeSec","55%","$7.2m","Government Services","Virginia","Washington DC",25,
"Maple Systems","55%","$9.6m","Manufacturing","Washington","Seattle",25,
"OstermanCron","55%","$18.8m","Business Products & Services","Ohio","Cincinnati",22,
"Wood Gutmann & Bogart Insurance Brokers","55%","$15.4m","Insurance","California","Los Angeles",96,
"Kitware","55%","$21.3m","Software","New York","Albany-Schenectady-Troy NY",110,
"Intelligent Logistics","55%","$9.1m","Logistics & Transportation","Texas","Austin",22,
"Quality Controlled Manufacturing","55%","$14.3m","Manufacturing","California","San Diego",98,
"Mutual Shareholder Services","55%","$2.7m","Financial Services","Ohio","Cleveland",28,
"Appia Communications","55%","$11.9m","Telecommunications","Michigan","Traverse City MI",45,
"InReality","55%","$10.9m","Advertising & Marketing","Georgia","Atlanta",33,
"Main Event Caterers","55%","$7.2m","Food & Beverage","Virginia","Washington DC",49,
